title	type	url_slug	venue	date	location	talk_url	description
Conference Presentation on Poly-GAN	Conference proceedings talk	talk-3	International Symposium on Web and Wireless Geographical Information Systems (W2GIS 2023)	05/06/2014	Online		"This presentation introduces Poly-GAN, an innovative approach leveraging Deep Learning to enhance the regularization of building footprints extracted from OpenStreetMap data. Poly-GAN aims to streamline polygonal representations of buildings, optimizing them for digital mapping applications by minimizing storage space and bandwidth usage while preserving geographic accuracy."
